src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,total_fwd_packets,total_bwd_packets,total_fwd_bytes,total_bwd_bytes,flow_bytes_per_sec,flow_packets_per_sec,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_mean,bwd_iat_std,flag_syn_count,flag_ack_count,flag_fin_count,flag_rst_count,flag_psh_count,flag_urg_count,fwd_avg_bytes_per_pkt,bwd_avg_bytes_per_pkt,active_mean,idle_mean,port_scan_score,mean_ttl,mean_tcp_window,payload_entropy,label,dataset_source
192.168.1.109,10.0.0.192,59543,24503,6,14.363718937252731,680,472,56602,13846,4904.579399509901,80.20207058022096,0.9669063809665619,0.38382506165294794,1.0889542768309248,0.494110421893049,0.737216302916078,0.37914106174035106,74,398,24,8,2,0,83.23823529411764,29.334745762711865,8.16239439190636,19.85411665602041,0.10303738234264498,70.31972876263194,14566.43038318173,6.199755467973233,BENIGN,CTU-13
192.168.1.143,10.0.0.181,37364,13847,17,32.446682407804175,526,135,45442,17396,1936.6540840824457,20.37188245295039,0.12419468329536604,0.024139618747267454,1.8875145896047223,0.014497824072133972,0.7194881373908888,0.48365164365592067,2,28,37,7,75,0,86.3916349809886,128.85925925925926,9.54588966607886,20.0615781063451,0.00123279167642665,115.38611910469487,54310.566265968424,1.4820541158563643,BENIGN,CTU-13
192.168.1.116,10.0.0.244,55636,30011,6,72.76245783432388,580,238,28422,16617,618.9867871499246,11.242061144533366,0.8744477881532088,0.25458916656639885,1.334836724842445,0.2119359788757441,0.1565105013065861,0.37090723586139424,99,72,22,8,51,3,49.00344827586207,69.81932773109244,2.915047795354829,16.09472909525093,0.02721183504422502,125.83723902831986,46475.58234869927,3.251580198205205,BENIGN,CTU-13
192.168.1.125,10.0.0.233,52509,48992,6,106.27138725151501,187,267,31460,46724,735.7013211369875,4.272081241637577,0.47184177147557804,0.28506429261075344,0.9333762173660572,0.15337416106038254,0.8708822516674244,0.41566677521217216,36,370,27,6,15,1,168.23529411764707,174.99625468164794,5.747659886439114,19.717333807377823,0.00677510681493184,82.68839214194124,30433.220107019006,7.063739301918174,BENIGN,CTU-13
192.168.1.172,10.0.0.154,7122,10267,17,87.39247349311357,904,236,41400,31758,837.120144056396,13.044601605077933,0.25243064968984363,0.030102902907888446,0.7466598071614653,0.26217717994935996,0.9384112241311713,0.37003657558722375,97,491,7,8,33,3,45.796460176991154,134.5677966101695,2.357925034387441,19.23564712806546,0.02219870799460631,77.24655475403208,2339.8789272809427,4.550526629621097,BENIGN,CTU-13
192.168.1.40,10.0.0.127,33181,43155,6,102.5994176827273,703,387,89866,20416,1074.879394939939,10.623841973164556,0.6509076335087833,0.18706260798619342,0.07823060181111725,0.3646583066157415,0.5299393552753902,0.4923840802488858,18,264,13,2,28,4,127.8321479374111,52.75452196382429,9.212552319185985,27.159831959402347,0.0035087918443479265,42.679581114025844,40500.95737395933,4.396667680233977,Botnet,CTU-13
192.168.1.36,10.0.0.3,12865,12837,17,22.14546207854687,941,75,64280,4503,3105.9636396854703,45.87847372054778,0.4026339005109535,0.17598318278411537,1.2830856684604912,0.3441720649562326,0.44963286657436485,0.4483810707779253,90,305,15,4,11,2,68.31030818278427,60.04,6.9699366440660135,7.48966489740375,0.08128076052852952,103.53708436284893,56064.68116120361,7.729064312096566,BENIGN,CTU-13
192.168.1.115,10.0.0.60,63088,26171,17,98.5491175774114,210,399,83303,24799,1096.935240592943,6.179659594837305,0.2213166168883714,0.19418694510377663,1.883160039034936,0.49462103417749864,0.9558088616077304,0.09646323716670321,39,14,36,1,49,2,396.68095238095236,62.152882205513784,2.2833146126025707,2.4597993637360887,0.007914834949052705,102.48769749352539,63016.55478449163,0.20937407019454035,BENIGN,CTU-13
192.168.1.127,10.0.0.153,33787,62081,17,102.48241320768581,733,416,86220,37862,1210.7638385577586,11.211679780329657,0.9580349762136663,0.021632128029753464,1.7536484581532052,0.28627663662522707,0.3251647526631769,0.04343084200735952,45,464,12,0,84,3,117.62619372442019,91.01442307692308,3.234611762828308,26.290669821662753,0.008781994606002342,51.11332548183652,32517.63647345525,5.292376324334444,BENIGN,CTU-13
192.168.1.237,10.0.0.127,19903,47087,6,101.75105354274099,801,181,68520,48934,1154.3271141724633,9.651005722387989,0.6386688188557487,0.19128021876459186,1.7839850706344227,0.11685210958973673,0.27018045732406176,0.36426742857209105,50,134,2,5,57,2,85.54307116104869,270.353591160221,9.241471523687986,12.61132631092929,0.009827908067604876,57.549835567603225,9630.300434023822,4.565244620408502,BENIGN,CTU-13
192.168.1.8,10.0.0.222,5941,48550,6,45.72184575004403,979,187,74159,6361,1761.083759395747,25.502032581413822,0.4122342201062502,0.2945209482646561,0.05497321051797884,0.06784150086352138,0.9028619310553387,0.3441304173111451,79,490,22,4,69,4,75.74974463738509,34.01604278074866,9.303592578417645,29.25592207191368,0.03455678514462593,97.69343274830092,8896.974613360979,0.8980644081740845,BENIGN,CTU-13
192.168.1.169,10.0.0.208,37929,35707,17,104.56524130584076,932,294,92974,22652,1105.7785412822589,11.724737443239837,0.46093252518297756,0.4694183595012439,1.2216783629405443,0.4551414908756477,0.17525477480133766,0.1707664207942772,34,84,4,6,3,0,99.75751072961373,77.04761904761905,8.392713278285875,15.604855387888891,0.006503117015826338,93.64369308355639,47746.057974465126,2.3615634428473946,Botnet,CTU-13
192.168.1.246,10.0.0.87,51062,27097,6,58.06840904008462,126,330,3664,25829,507.9009479946486,7.852806845202583,0.3291458232347061,0.3298904748924736,0.2748880748810653,0.4344125976975106,0.4581995841328301,0.10274544053096865,35,207,2,6,12,0,29.07936507936508,78.26969696969697,6.360597636657508,27.558255501862405,0.012054747350091684,91.70018783173343,63389.47880803485,1.5306184466548594,Botnet,CTU-13
192.168.1.32,10.0.0.49,9418,38714,17,17.146502579407898,560,242,72574,35081,6278.539865575172,46.77338695082707,0.9528194317127485,0.11149182386083892,1.1264281095380144,0.48026615383027144,0.6524479946281391,0.17240221197841038,30,273,40,5,45,2,129.59642857142856,144.96280991735537,0.6726426627364148,6.696935593027212,0.0349925588160801,115.24558544905078,43337.61196449262,7.29173771620045,Botnet,CTU-13
192.168.1.119,10.0.0.193,36225,64172,17,38.04114813876444,163,5,8298,32541,1073.548039376459,4.416270491815302,0.689137407993808,0.39395322577528313,0.37623552020092005,0.43369261197694,0.46579461442859693,0.19034712310726395,29,20,47,8,90,4,50.9079754601227,6508.2,4.434933477739947,13.962298491103063,0.015246648126505209,73.02853915229478,43006.377136085524,2.010436681163382,BENIGN,CTU-13
192.168.1.180,10.0.0.200,23997,2115,6,27.679767823227948,854,147,24935,44805,2519.5298040569724,36.16359813394077,0.5101363459981215,0.4015061397832537,1.3485198344415104,0.22309653708316285,0.5750580172719401,0.2916858749307865,12,196,39,0,23,2,29.197892271662763,304.7959183673469,3.690671669452555,25.615080827983213,0.008670592959186598,39.75065796753429,4679.343383907316,0.9058243869396225,Botnet,CTU-13
192.168.1.54,10.0.0.63,61545,20484,6,70.11757013413329,55,37,82264,26691,1553.8901275610608,1.3120819763720581,0.762154597010245,0.21845849509815443,0.2344384081373628,0.4842016035787298,0.9424480989338075,0.425184542298367,69,76,23,0,40,3,1495.709090909091,721.3783783783783,7.895148085072186,5.3113755139346095,0.01968122964558087,36.87622880792088,61327.997170156064,0.520821991709389,Botnet,CTU-13
192.168.1.179,10.0.0.71,21008,2373,6,107.54300382543316,631,192,84630,40983,1168.0257713825677,7.652752580129869,0.10533900000546607,0.09403515555412009,1.429395147534146,0.33744358153918325,0.17749125483930558,0.46257270465697853,34,54,8,0,95,1,134.12044374009508,213.453125,1.9825833476224723,2.855277448487364,0.0063230519495605245,35.1962019420895,33646.58329457663,5.016650334607975,BENIGN,CTU-13
192.168.1.123,10.0.0.8,42182,7208,6,77.4058539905105,880,352,44025,742,578.3412712620957,15.916108879194537,0.875166790560207,0.11383964180336549,0.6701041770197338,0.424264864010824,0.6017864259620418,0.43251183323940273,82,111,15,7,18,4,50.02840909090909,2.1079545454545454,8.219479182633657,21.109393522257893,0.021187028053473247,109.34742922613299,54721.16859780599,6.2420488959573355,BENIGN,CTU-13
192.168.1.127,10.0.0.225,33825,63667,6,88.27138608336492,442,314,19009,42944,701.8469149390108,8.564496758734721,0.6697787213599075,0.1247890871429411,1.6073040656936748,0.4270322961493518,0.7293734464115867,0.3380730628200589,92,452,26,4,42,4,43.00678733031674,136.76433121019107,9.077582031780546,16.10860416830595,0.020844806926021017,90.51344943503751,30791.10516346574,4.509027573737484,BENIGN,CTU-13
192.168.1.181,10.0.0.105,20411,25635,6,90.23157034843571,652,240,69933,26479,1068.495202152618,9.88567523047064,0.96211520818437,0.3120599073400659,0.5069640999373782,0.20302866527378347,0.39782203883128814,0.41000855054694507,52,39,17,8,76,1,107.25920245398773,110.32916666666667,1.1763023365420562,26.536928663079415,0.011525899371849177,90.85019935896301,31145.884274836495,2.9487434397558996,BENIGN,CTU-13
192.168.1.9,10.0.0.54,23203,24494,17,101.55541474177473,66,184,90594,48422,1368.868418818203,2.461710196700745,0.25741063302692924,0.3326379599646793,0.6491857764387637,0.13202113458773054,0.5757044148090286,0.02612161089505938,66,385,36,4,67,0,1372.6363636363637,263.1630434782609,9.338857091323838,19.707571255975942,0.012997829838579934,79.31385441430258,1143.2013334769783,3.7535446447686045,BENIGN,CTU-13
192.168.1.187,10.0.0.204,21097,2638,6,8.531753961240433,214,87,91163,28626,14040.372067009754,35.279967210427806,0.9616124670191936,0.10624823911926472,0.0655221276286429,0.10732038635189912,0.2680414632218918,0.43509543893660474,39,3,0,3,14,1,425.99532710280374,329.0344827586207,5.801514442463506,9.080664205029244,0.09142317084429796,59.862273234976,12895.005529374772,7.881019595387119,BENIGN,CTU-13
192.168.1.142,10.0.0.82,41311,51441,17,36.88011633397704,679,339,89838,39669,3511.5670142473855,27.602949805831642,0.021414515904534654,0.3816599392531077,1.9837928159055316,0.47503607446869417,0.8189815721276615,0.37146807817049665,51,410,41,8,38,1,132.30927835051546,117.01769911504425,5.068279489395824,7.6204553255019025,0.02765717956969379,125.08740042905872,39979.053541753834,1.2183231597295183,BENIGN,CTU-13
192.168.1.125,10.0.0.199,22024,6532,6,95.3153937931501,774,43,77448,41789,1250.9731666089917,8.571543037140705,0.38985794214254776,0.24078831770128553,1.0939666689788232,0.14775023065757373,0.8489202443000395,0.15294760011821928,31,55,32,9,66,3,100.06201550387597,971.8372093023256,5.987216763514569,19.331116981051576,0.006504720542261,33.891508036236445,32949.51649175587,3.4076620477185946,BENIGN,CTU-13
192.168.1.73,10.0.0.26,29056,21652,6,67.19167964056798,777,54,87043,44656,1960.0492308646612,12.367602721725552,0.6162791113728567,0.11546809836781341,0.02129495883863144,0.49066758205803196,0.33599432717877337,0.11290258377773063,91,141,12,7,90,4,112.02445302445302,826.9629629629629,9.231752947897093,20.30659434373499,0.027086687068039118,72.36433014853355,58321.67823719516,3.6709390843442993,BENIGN,CTU-13
192.168.1.50,10.0.0.153,16738,34614,6,98.57927263415047,749,473,36010,19104,559.0830458299309,12.396114998079899,0.7860307038878551,0.49937215061538187,1.8353078994854555,0.007108468280232757,0.8467020195249583,0.210982749961814,33,498,12,3,49,4,48.07743658210948,40.38900634249472,6.337150303008678,25.9407412582061,0.006695119393398309,112.82269848026067,36758.63371902651,4.450009345026128,BENIGN,CTU-13
192.168.1.139,10.0.0.10,30691,29283,6,20.636515781817444,356,142,59850,22856,4007.7501877943537,24.13198067276362,0.3992203690399789,0.44965307358221496,0.4643572079572861,0.3388478427906926,0.5696989451453215,0.25867762993073534,47,306,8,9,74,1,168.11797752808988,160.95774647887325,9.98962591160087,14.25108669956462,0.04555032496465422,45.6714276993866,39604.76941127713,1.3922071176826813,BENIGN,CTU-13
192.168.1.206,10.0.0.98,24302,57691,6,43.0590897906631,198,474,6352,5386,272.6021394568647,15.606460871955449,0.7621035605344378,0.030732446589774563,0.8835497684169543,0.3119946876270478,0.0685204221518238,0.11328365587323128,42,92,49,4,34,2,32.08080808080808,11.362869198312236,0.26084479870268285,14.427444373177343,0.01950807608994431,103.01247543627433,1263.9555064762537,2.2114023800565192,BENIGN,CTU-13
192.168.1.98,10.0.0.93,40439,19633,6,34.93577607988214,103,115,2706,8226,312.9170502754402,6.240021675818328,0.2274764785623094,0.2378688071229222,0.07952935278567597,0.1429909716577768,0.7417150955623627,0.10553389729575408,49,439,18,1,2,1,26.271844660194176,71.5304347826087,4.857407453402157,24.372877780615575,0.02805147358854111,122.03962669758555,8184.434336891069,3.4666618624425576,BENIGN,CTU-13
192.168.1.29,10.0.0.73,59825,48744,6,93.82558129999511,781,381,90690,6766,1038.6932715971896,12.384682129329484,0.2115974011225666,0.37564368306169005,1.2442356738319647,0.342801751776075,0.3411458253468816,0.08616976444685116,67,12,15,7,89,0,116.12035851472471,17.758530183727036,2.7084246109030525,3.9298124353160606,0.014281819322978924,79.69511943748523,61562.43164008509,4.5329259433687685,BENIGN,CTU-13
192.168.1.104,10.0.0.115,19965,57848,17,76.99669283242832,698,52,66480,8718,976.6393494803353,9.740678104607191,0.6903679740259665,0.20637434485501013,1.8311161046028708,0.258341579671577,0.8359504826048115,0.17876050555595877,34,242,39,7,68,1,95.243553008596,167.65384615384616,9.21549063177568,27.997648467666995,0.008831548148177186,65.59537406471956,50249.44666772487,2.4404110291979535,Botnet,CTU-13
192.168.1.50,10.0.0.166,51200,7267,17,94.48681522349978,390,10,61976,34288,1018.80881234378,4.2333948821731076,0.2376522074433104,0.20905862372669617,1.8673546447264733,0.2812029135375347,0.8343963143043474,0.14868863675875954,55,221,29,5,94,4,158.9128205128205,3428.8,6.6986377854895505,12.926795250824233,0.011641835925976046,110.7450982337947,60172.47643700757,5.04746197251101,BENIGN,CTU-13
192.168.1.240,10.0.0.17,61217,4352,6,104.36626470866078,301,33,51709,789,503.0169484991014,3.200267834940376,0.8771884840587799,0.43008172523206295,0.4765034224646004,0.4306551577225593,0.7958316283478329,0.06744633826542305,99,298,4,7,33,1,171.7906976744186,23.90909090909091,8.820934931850118,25.754072800058786,0.01897164764425732,33.09406395842849,5413.687002114689,4.509318324395988,BENIGN,CTU-13
192.168.1.48,10.0.0.183,53388,58537,6,68.78619388162849,908,17,98150,32931,1905.6294963139294,13.447465949225172,0.9615386972291075,0.15865669414221942,1.0156188591787199,0.37599059892581693,0.12960790772869113,0.2607039284069839,65,460,13,0,58,3,108.09471365638767,1937.1176470588234,7.304271706018954,9.734598985734447,0.018899141334046188,97.14498743726033,14726.346992676494,7.830239804877653,BENIGN,CTU-13
192.168.1.241,10.0.0.23,28610,33635,17,45.022408688079004,82,49,34867,46244,1801.5695375595599,2.9096621841711032,0.37415342070641583,0.49167946700427784,0.09070671818803132,0.22776121925005702,0.9141000788562322,0.30816263198133903,76,37,8,6,9,2,425.2073170731707,943.7551020408164,2.9049429959443076,24.11259506711147,0.033760965801069284,93.76529832109618,23773.825070035695,4.372132077546918,Botnet,CTU-13
192.168.1.5,10.0.0.201,11747,43433,17,112.34473315152871,529,225,20223,48722,613.691430527572,6.711485076768283,0.8439654906221062,0.18723664550473176,1.5645560589690983,0.30193948220037364,0.8427943782168699,0.4881268003384977,62,25,6,1,67,1,38.22873345935728,216.54222222222222,0.6188250264274835,10.493054666527515,0.01103745556391601,87.31677120320242,31240.571153453755,4.6091132688979775,BENIGN,CTU-13
192.168.1.45,10.0.0.224,49925,59887,6,45.22464123111854,926,470,71609,8536,1772.1533619343159,30.868127684325973,0.3971939679938804,0.04725705040733799,1.3339023675846386,0.3429036162281953,0.3287674318799692,0.2665722319991408,91,15,41,6,25,2,77.33153347732181,18.161702127659574,4.696759093510762,15.080425950645592,0.04024354755406395,40.06635915185642,10393.45913943161,2.9748479592099892,BENIGN,CTU-13
