src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,total_fwd_packets,total_bwd_packets,total_fwd_bytes,total_bwd_bytes,flow_bytes_per_sec,flow_packets_per_sec,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_mean,bwd_iat_std,flag_syn_count,flag_ack_count,flag_fin_count,flag_rst_count,flag_psh_count,flag_urg_count,fwd_avg_bytes_per_pkt,bwd_avg_bytes_per_pkt,active_mean,idle_mean,port_scan_score,mean_ttl,mean_tcp_window,payload_entropy,label,dataset_source
192.168.1.105,192.168.1.112,55428,445,6,2.376,68,59,54400,53100,79316.28,91.47,0.0315,0.0157,0.0677,0.0098,0.0425,0.0073,2,38,1,0,10,0,781.36,1124.81,0.5,1.2,2,64.0,64240.0,7.282,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.115,50938,22,6,0.059,10,4,757,264,13292.31,100.22,0.0065,0.0011,0.0285,0.001,0.0122,0.002,6,1,0,1,2,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,5.912,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,51293,22,6,0.146,9,5,437,495,13182.79,44.29,0.0072,0.0061,0.0291,0.001,0.0199,0.002,4,3,0,4,3,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,5.394,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,61616,22,6,0.174,9,5,552,419,8969.94,89.68,0.0141,0.0077,0.0484,0.001,0.0081,0.002,5,2,0,1,1,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,4.86,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,54281,22,6,0.16,6,5,630,440,8786.37,58.52,0.0156,0.0073,0.0336,0.001,0.0153,0.002,6,3,0,2,2,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,4.672,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,54034,22,6,0.095,8,3,436,230,7157.0,64.61,0.0162,0.0061,0.0287,0.001,0.0069,0.002,6,3,0,4,2,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,5.251,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,51787,22,6,0.149,10,2,855,421,14548.94,88.3,0.0054,0.0031,0.0402,0.001,0.0179,0.002,8,1,0,3,3,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,4.56,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,64569,22,6,0.201,10,5,869,342,7359.36,86.83,0.0145,0.0054,0.0227,0.001,0.0102,0.002,6,2,0,1,1,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,4.995,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,58596,22,6,0.189,11,5,816,481,5477.06,47.04,0.0088,0.002,0.0432,0.001,0.018,0.002,4,3,0,4,2,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,4.581,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,65486,22,6,0.154,11,5,789,226,7646.26,83.94,0.0189,0.0049,0.0409,0.001,0.0068,0.002,8,1,0,2,2,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,5.326,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,52206,22,6,0.16,7,2,636,260,13420.23,52.32,0.019,0.0036,0.0412,0.001,0.0112,0.002,7,2,0,2,2,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,5.327,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.1,53625,80,6,0.223,770,0,46200,0,112487.01,3452.91,0.000811,0.000237,0.002,5e-05,0.0,0.0,719,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,1.534,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,65196,80,6,0.051,555,1,33300,0,144844.0,10882.35,0.000536,0.0002,0.002,5e-05,0.0,0.0,586,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,1.911,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,56977,80,6,0.195,443,4,26580,0,132764.46,2271.79,0.00087,0.000235,0.002,5e-05,0.0,0.0,525,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,2.489,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,61803,80,6,0.367,640,5,38400,0,210554.8,1743.87,0.000687,0.000118,0.002,5e-05,0.0,0.0,237,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,1.252,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,52440,80,6,0.484,589,3,35340,0,78945.22,1216.94,0.000919,5.7e-05,0.002,5e-05,0.0,0.0,347,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,1.82,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,51603,80,6,0.345,408,3,24480,0,208489.81,1182.61,0.000339,0.00033,0.002,5e-05,0.0,0.0,607,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,2.3,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,61604,80,6,0.433,796,2,47760,0,179091.84,1838.34,0.000899,0.00027,0.002,5e-05,0.0,0.0,236,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,2.235,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,56606,80,6,0.156,544,5,32640,0,77172.07,3487.18,0.000981,0.000392,0.002,5e-05,0.0,0.0,302,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,1.887,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,50659,80,6,0.362,279,2,16740,0,211267.26,770.72,0.000364,0.000219,0.002,5e-05,0.0,0.0,349,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,1.488,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,54722,80,6,0.235,434,1,26040,0,75003.99,1846.81,0.000884,0.000329,0.002,5e-05,0.0,0.0,446,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,1.995,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,64262,80,6,0.312,487,5,29220,0,108255.69,1560.9,0.00033,5.4e-05,0.002,5e-05,0.0,0.0,676,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,2.802,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,51572,80,6,0.355,411,3,24660,0,239594.77,1157.75,0.000989,0.000185,0.002,5e-05,0.0,0.0,634,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,2.381,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,55679,80,6,0.256,559,3,33540,0,222133.74,2183.59,0.000196,0.000222,0.002,5e-05,0.0,0.0,567,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,2.15,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,49870,80,6,0.497,552,5,33120,0,135203.09,1110.66,0.000107,0.000439,0.002,5e-05,0.0,0.0,250,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,2.821,DoS,lab_timeline_dos
192.168.1.105,192.168.1.1,56692,80,6,0.385,543,4,32580,0,212367.07,1410.39,0.000297,0.000136,0.002,5e-05,0.0,0.0,456,0,0,0,0,0,60.0,0.0,0.1,0.01,1,64.0,1024.0,2.356,DoS,lab_timeline_dos
192.168.1.105,1.1.1.1,59275,53,17,1.651,7,23,6734,2944,15330.2,18.17,0.1491,0.0091,0.1533,0.0152,0.0434,0.0109,0,0,0,0,5,0,713.52,429.27,0.527,1.454,1,64.0,0.0,3.944,BENIGN,lab_timeline_baseline
192.168.1.105,192.168.1.1,64498,443,6,2.03,27,13,5778,4524,19345.48,19.7,0.0529,0.0354,0.286,0.0086,0.1707,0.0301,1,5,1,0,4,0,109.74,582.92,0.482,2.855,1,64.0,64240.0,5.315,BENIGN,lab_timeline_baseline
192.168.1.105,192.168.1.1,64601,53,17,1.72,15,6,1665,7968,22337.4,12.21,0.1167,0.0462,0.1275,0.0022,0.1665,0.0459,0,0,0,0,3,0,554.47,205.01,0.093,0.63,1,64.0,0.0,6.189,BENIGN,lab_timeline_baseline
192.168.1.105,142.250.190.46,64016,80,6,0.426,11,20,9009,23320,11639.92,72.77,0.151,0.012,0.1952,0.0029,0.103,0.0234,1,11,1,0,1,0,583.2,295.54,0.472,1.326,1,64.0,64240.0,4.479,BENIGN,lab_timeline_baseline
192.168.1.105,8.8.8.8,58192,53,17,0.245,24,14,10752,4340,23827.25,155.1,0.1666,0.0091,0.1242,0.0132,0.1945,0.0073,0,0,0,0,3,0,270.5,213.33,0.586,0.74,1,64.0,0.0,5.566,BENIGN,lab_timeline_baseline
192.168.1.105,1.1.1.1,53987,53,17,0.889,10,10,12800,650,8377.32,22.5,0.197,0.0494,0.2391,0.0162,0.0309,0.044,0,0,0,0,2,0,110.4,810.99,0.276,1.633,1,64.0,0.0,3.97,BENIGN,lab_timeline_baseline
192.168.1.105,142.250.190.46,51234,80,6,1.363,27,16,27945,15648,19894.39,31.55,0.1075,0.0099,0.2263,0.019,0.0182,0.0402,1,19,1,0,3,0,420.63,967.62,0.108,2.176,1,64.0,64240.0,4.584,BENIGN,lab_timeline_baseline
192.168.1.105,142.250.190.46,51799,443,6,0.276,26,17,18694,22185,5411.68,155.8,0.034,0.0331,0.2549,0.0145,0.0824,0.0319,1,12,1,0,4,0,453.89,487.18,0.803,0.9,1,64.0,64240.0,5.268,BENIGN,lab_timeline_baseline
192.168.1.105,1.1.1.1,64012,443,6,1.093,18,10,15768,9110,18781.09,25.62,0.0694,0.0191,0.1392,0.0191,0.1405,0.0263,1,5,1,0,1,0,165.26,186.91,0.752,3.341,1,64.0,64240.0,5.002,BENIGN,lab_timeline_baseline
192.168.1.105,8.8.8.8,63010,53,17,0.949,7,16,1155,10384,15809.43,24.24,0.0768,0.031,0.1245,0.0135,0.0526,0.0099,0,0,0,0,5,0,357.29,786.35,0.595,3.325,1,64.0,0.0,5.782,BENIGN,lab_timeline_baseline
192.168.1.105,142.250.190.46,55063,53,17,0.742,25,25,15475,17300,23195.36,67.39,0.0767,0.0132,0.1001,0.0135,0.0232,0.0383,0,0,0,0,1,0,164.23,577.43,0.407,2.088,1,64.0,0.0,3.925,BENIGN,lab_timeline_baseline
192.168.1.105,8.8.8.8,51935,53,17,2.359,14,27,2338,10206,5620.43,17.38,0.1274,0.0353,0.1452,0.0136,0.1023,0.0249,0,0,0,0,3,0,250.9,561.11,0.378,0.888,1,64.0,0.0,5.331,BENIGN,lab_timeline_baseline
192.168.1.105,192.168.1.1,62103,53,17,0.209,25,12,32175,2064,2176.8,177.03,0.0673,0.0145,0.098,0.0059,0.0723,0.0053,0,0,0,0,4,0,222.99,442.19,0.718,2.251,1,64.0,0.0,5.75,BENIGN,lab_timeline_baseline
192.168.1.105,8.8.8.8,49766,80,6,0.202,16,26,16016,5694,21828.53,207.92,0.1194,0.0308,0.2983,0.0089,0.0319,0.0059,1,13,1,0,2,0,660.93,656.31,0.84,3.719,1,64.0,64240.0,3.738,BENIGN,lab_timeline_baseline
192.168.1.105,142.250.190.46,51729,80,6,1.061,17,21,14790,14595,19153.51,35.82,0.0521,0.0401,0.0767,0.013,0.1108,0.0137,1,14,1,0,3,0,609.17,837.05,0.824,1.327,1,64.0,64240.0,3.895,BENIGN,lab_timeline_baseline
192.168.1.105,192.168.1.48,54161,21,6,0.067,1,0,204,31,1659.88,93.29,0.012,0.0036,0.0453,0.0015,0.0,0.0,3,0,0,1,0,0,54.0,0.0,0.01,0.05,1,64.0,1024.0,2.228,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.19,63562,22,6,0.192,1,1,157,40,1257.05,55.71,0.0021,0.0028,0.0224,0.0012,0.0,0.0,1,0,0,1,0,0,54.0,0.0,0.01,0.05,2,64.0,1024.0,2.163,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.15,61750,23,6,0.032,4,0,159,58,2524.54,104.74,0.0071,0.0026,0.016,0.0006,0.0,0.0,1,0,0,1,0,0,54.0,0.0,0.01,0.05,3,64.0,1024.0,2.465,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.21,50434,25,6,0.034,2,1,156,33,1806.87,40.64,0.0081,0.0018,0.0264,0.001,0.0,0.0,3,0,0,0,0,0,54.0,0.0,0.01,0.05,4,64.0,1024.0,2.078,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.14,59955,53,6,0.198,1,1,116,16,2309.33,105.35,0.0182,0.0044,0.0233,0.0014,0.0,0.0,1,0,0,1,0,0,54.0,0.0,0.01,0.05,5,64.0,1024.0,1.12,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.35,53377,80,6,0.2,1,1,187,24,2108.73,62.7,0.0034,0.0037,0.0479,0.002,0.0,0.0,3,0,0,0,0,0,54.0,0.0,0.01,0.05,6,64.0,1024.0,1.792,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.33,49749,110,6,0.133,3,1,90,60,1035.48,143.2,0.0102,0.0015,0.0155,0.0006,0.0,0.0,1,0,0,0,0,0,54.0,0.0,0.01,0.05,7,64.0,1024.0,1.824,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.49,53446,135,6,0.264,4,0,85,11,2578.36,120.24,0.0164,0.0012,0.0275,0.0011,0.0,0.0,3,0,0,0,0,0,54.0,0.0,0.01,0.05,8,64.0,1024.0,2.439,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.38,56819,139,6,0.187,2,1,164,57,2587.78,67.82,0.019,0.0049,0.0285,0.0009,0.0,0.0,2,0,0,1,0,0,54.0,0.0,0.01,0.05,9,64.0,1024.0,2.433,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.48,53687,443,6,0.247,3,0,208,30,2685.29,92.09,0.0029,0.0043,0.044,0.0009,0.0,0.0,1,0,0,1,0,0,54.0,0.0,0.01,0.05,10,64.0,1024.0,1.399,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.37,52157,445,6,0.159,2,1,133,59,566.68,26.92,0.0105,0.0016,0.0498,0.0011,0.0,0.0,1,0,0,1,0,0,54.0,0.0,0.01,0.05,11,64.0,1024.0,2.362,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.31,53937,1433,6,0.253,2,0,117,58,2574.4,110.49,0.0036,0.0037,0.0279,0.0005,0.0,0.0,1,0,0,0,0,0,54.0,0.0,0.01,0.05,12,64.0,1024.0,1.012,PortScan,lab_timeline_recon
192.168.1.105,192.168.1.119,63021,445,6,3.422,55,61,44000,54900,81570.36,85.65,0.0105,0.0063,0.0711,0.0066,0.0078,0.0171,2,46,1,0,5,0,979.17,1045.03,0.5,1.2,2,64.0,64240.0,7.667,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.115,57034,3389,6,1.519,20,54,16000,48600,59994.06,149.66,0.0089,0.0195,0.0254,0.0057,0.0278,0.0198,2,50,1,0,5,0,834.27,982.08,0.5,1.2,2,64.0,64240.0,7.613,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.110,60853,445,6,3.934,36,62,28800,55800,55688.15,159.94,0.0333,0.0159,0.0788,0.004,0.007,0.0118,2,56,1,0,10,0,1098.23,1110.81,0.5,1.2,2,64.0,64240.0,7.838,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.112,51219,3389,6,2.175,31,66,24800,59400,81571.42,118.65,0.0182,0.0028,0.036,0.0014,0.047,0.0113,2,49,1,0,20,0,751.99,1151.97,0.5,1.2,2,64.0,64240.0,7.324,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.120,60028,22,6,1.749,69,18,55200,16200,42468.5,105.2,0.045,0.0154,0.0916,0.0045,0.0488,0.0109,2,46,1,0,16,0,1154.59,1011.57,0.5,1.2,2,64.0,64240.0,7.721,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.119,55065,3389,6,3.045,25,42,20000,37800,52625.99,65.39,0.0198,0.0073,0.0557,0.0075,0.0125,0.01,2,43,1,0,6,0,1036.09,1246.96,0.5,1.2,2,64.0,64240.0,7.6,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.110,51610,3389,6,2.022,60,65,48000,58500,73250.75,104.5,0.041,0.0142,0.0962,0.0023,0.0323,0.0161,2,17,1,0,9,0,640.34,1167.11,0.5,1.2,2,64.0,64240.0,7.438,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.119,54179,3389,6,1.84,56,17,44800,15300,61995.35,105.64,0.025,0.0034,0.031,0.0043,0.0191,0.007,2,22,1,0,5,0,1041.4,999.43,0.5,1.2,2,64.0,64240.0,7.452,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.114,63775,445,6,2.466,36,64,28800,57600,94781.91,92.84,0.0462,0.0108,0.0298,0.0087,0.0253,0.0182,2,43,1,0,7,0,1086.31,1280.54,0.5,1.2,2,64.0,64240.0,7.841,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.118,58666,22,6,2.837,65,19,52000,17100,86081.72,156.77,0.0467,0.0135,0.0835,0.0056,0.0105,0.0056,2,23,1,0,12,0,1074.22,715.77,0.5,1.2,2,64.0,64240.0,7.56,Infiltration,lab_timeline_lateral
192.168.1.105,192.168.1.115,53404,22,6,0.124,10,2,433,358,10176.08,97.35,0.0122,0.0047,0.0323,0.001,0.0136,0.002,5,2,0,1,2,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,5.199,BruteForce,lab_timeline_bruteforce
192.168.1.105,192.168.1.115,53357,22,6,0.153,12,6,727,500,7365.52,117.3,0.0115,0.0092,0.0217,0.001,0.0069,0.002,5,2,0,2,1,0,85.0,65.0,0.05,0.1,1,64.0,8192.0,4.984,BruteForce,lab_timeline_bruteforce
